Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
PI040298AD5I210342,-8.581,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a9dckr3y,2019-03-28T15:24:42.000Z,2019-04-12T11:09:42.000Z
PI040298AD5I210310,-8.58,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h389xmcx,2019-03-28T12:27:57.000Z,2019-10-07T09:33:13.000Z
PI040298AD5I208711,-8.581,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ryyawptd,2019-03-28T11:43:39.000Z,2019-10-07T08:37:14.000Z
PI040298AD5I209279,-8.577,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qktzqdwx,2019-03-28T15:45:53.000Z,2019-04-12T11:45:53.000Z
PI040298AD5I205766,-8.577,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v6xg4vty,2019-03-28T15:43:02.000Z,2019-10-07T11:47:58.000Z
"PI040298AD5G202763. FuturePractice:,Id:652,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:< 5%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:49.5797539,Longitude:6.18748,ParcelSize:1  5 ha,Photos:,SensorId:LUX-HES06,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:NO,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-04-12T09:42:40.221606+00:",6.187,49.58,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d8r60zkx,2019-04-04T15:37:20.000Z,2019-10-26T08:56:07.000Z
"PI040298AD5I210959. FuturePractice:,Id:651,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:< 5%,Id:4055,Name:Shrubs,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Meadow,Latitude:49.5817566,Longitude:6.18496847,ParcelSize:501  1000 sqm,Photos:,SensorId:LUX-HES05,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:NO,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-04-12T09:25:06.618397+00:",6.185,49.582,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p5t8z8t5,2019-04-04T15:14:38.000Z,2019-09-07T09:06:49.000Z
PI040298AD5I205559,-8.578,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s43az4xn,2019-03-28T15:39:30.000Z,2019-04-12T11:39:30.000Z
PI040298AD5I211226,-8.579,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w17n335g,2019-03-28T15:34:51.000Z,2019-10-07T11:38:03.000Z
PI040298AD5I208303,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jzkp2p1a,2019-03-28T12:07:12.000Z,2019-04-12T09:37:12.000Z
PI040298AD5I212187,-8.578,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kjem2tmq,2019-03-28T15:36:28.000Z,2019-10-07T11:34:13.000Z
PI040298AD5I210770,-8.579,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7feqdgd7,2019-03-28T15:33:36.000Z,2019-10-07T11:38:06.000Z
PI040298AD5I209304,-8.579,38.102,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w4qvyts5,2019-03-28T15:33:22.000Z,2019-10-07T11:39:24.000Z
PI040298AD5I210765,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8mkcst65,2019-03-28T15:30:22.000Z,2019-10-07T11:32:59.000Z
PI040298AD5I210800,-8.58,38.102,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5fkyrp5v,2019-03-28T15:28:48.000Z,2019-10-07T11:31:43.000Z
PI040298AD5I208142,-8.58,38.102,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nxttvb9c,2019-03-28T15:27:53.000Z,2019-10-07T11:33:50.000Z
PI040298AD5I208581,-8.582,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qzaz0xrk,2019-03-28T14:07:27.000Z,2019-10-07T09:56:55.000Z
PI040298AD5I205552,-8.582,38.102,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xyb6nn87,2019-03-28T15:04:47.000Z,2019-07-08T18:29:28.000Z
PI040298AD5I213677,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7tg3w8ga,2019-03-28T15:02:33.000Z,2019-10-07T11:06:44.000Z
PI040298AD5I210828,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fgg52fm9,2019-03-28T14:39:05.000Z,2019-10-07T10:56:45.000Z
PI040298AD5I207483,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1t2e0bw5,2019-03-28T14:46:25.000Z,2019-10-07T10:52:16.000Z
PI040298AD5I208579,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f3sqjsd0,2019-03-28T14:43:56.000Z,2019-10-07T10:46:14.000Z
PI040298AD5I207211,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9yhy2qtb,2019-03-28T14:42:45.000Z,2019-10-07T11:01:18.000Z
PI040298AD5I208844,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p944byad,2019-03-28T14:41:11.000Z,2019-04-12T10:56:11.000Z
PI040298AD5I208553,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ndqmfvb2,2019-03-28T14:36:54.000Z,2019-10-07T10:56:31.000Z
PI040298AD5I206078,-8.582,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kmdcqe8k,2019-03-28T14:29:19.000Z,2019-10-07T11:01:45.000Z
PI040298AD5I210029,-8.582,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dzscgwke,2019-03-28T14:32:28.000Z,2019-07-24T15:10:40.000Z
PI040298AD5I207258,-8.582,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jshrptnh,2019-03-26T12:37:11.000Z,2019-04-11T13:07:11.000Z
PI040298AD5G204871,-8.582,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dnb2xcrc,2019-03-28T14:11:48.000Z,2019-10-07T10:04:03.000Z
"PI040298AD5I207988. FuturePractice:,Id:516,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:11,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:36:12.224795+00:",-8.579,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_04pw8ebs,2019-03-28T12:24:39.000Z,2019-10-07T09:16:46.000Z
PI040298AD5G204808,-8.581,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zdszv6pn,2019-03-28T11:51:29.000Z,2019-10-07T10:20:53.000Z
PI040298AD5J214766,-8.585,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2af94e64,2019-03-26T12:14:17.000Z,2019-10-16T13:57:22.000Z
PI040298AD5I213488,-8.583,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_04spa6pp,2019-03-28T14:28:33.000Z,2019-10-07T10:34:18.000Z
PI040298AD5I208192,-8.585,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fpf9s5g3,2019-03-26T12:12:49.000Z,2019-07-17T11:37:01.000Z
PI040298AD5I206471,-8.583,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7jjemg04,2019-03-28T14:27:18.000Z,2019-10-07T10:30:08.000Z
PI040298AD5I206111,-8.585,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6hb43tj1,2019-03-26T12:10:26.000Z,2019-10-16T13:37:18.000Z
PI040298AD5J214996,-8.583,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_661690hp,2019-03-28T14:26:23.000Z,2019-10-07T10:32:21.000Z
PI040298AD5I209272,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f6gkfg1e,2019-03-26T12:09:18.000Z,2019-10-16T13:42:36.000Z
PI040298AD5I207332,-8.583,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hgzwerwp,2019-03-28T14:22:39.000Z,2019-07-24T14:18:45.000Z
PI040298AD5I212644,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_df9f6h2x,2019-03-26T12:04:21.000Z,2019-07-17T11:04:39.000Z
PI040298AD5I207492,-8.583,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_30d69mkn,2019-03-28T14:20:31.000Z,2019-10-07T10:41:57.000Z
PI040298AD5I212252,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m4vt7cwx,2019-03-26T12:04:31.000Z,2019-04-12T15:04:31.000Z
PI040298AD5I209638,-8.583,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2pwc5ysr,2019-03-28T14:19:43.000Z,2019-10-07T10:41:56.000Z
PI040298AD5I209539,-8.587,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8reebsyf,2019-03-26T12:02:27.000Z,2019-10-16T13:35:06.000Z
PI040298AD5I213987,-8.583,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mwfsna55,2019-03-28T14:14:41.000Z,2019-10-07T10:43:10.000Z
PI040298AD5I206284,-8.582,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7m5mkcp8,2019-03-28T14:05:17.000Z,2019-10-07T09:47:34.000Z
PI040298AD5I212708,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_evn0144x,2019-03-28T12:44:24.000Z,2019-10-07T09:48:56.000Z
PI040298AD5I207595,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fr48tqhy,2019-03-28T12:43:15.000Z,2019-10-07T10:04:38.000Z
PI040298AD5I205501,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mbtxhwhq,2019-04-08T18:26:35.000Z,2019-10-07T10:02:35.000Z
PI040298AD5G203423,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nnzaq5c7,2019-03-28T12:39:14.000Z,2019-10-07T10:10:49.000Z
PI040298AD5I212261,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ccjsdjmd,2019-03-28T12:36:23.000Z,2019-10-07T10:05:19.000Z
PI040298AD5I206945,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_209nqyj0,2019-03-28T12:34:25.000Z,2019-04-12T10:04:25.000Z
PI040298AD5J214233,-8.581,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_11w5fz2f,2019-03-28T12:32:23.000Z,2019-10-07T09:37:36.000Z
PI040298AD5I205737,-8.581,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7s6ebvnn,2019-03-28T12:31:14.000Z,2019-10-07T09:33:50.000Z
PI040298AD5I211761,-8.592,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9g7r3vrh,2019-03-28T12:20:54.000Z,2019-04-12T09:50:54.000Z
PI040298AD5I211497,-8.579,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k84zb74w,2019-03-28T12:17:41.000Z,2019-10-07T09:09:15.000Z
PI040298AD5I210783,-8.579,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7m8544x4,2019-03-28T12:15:14.000Z,2019-10-07T09:18:07.000Z
PI040298AD5I212738,-8.579,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n8zgtnmz,2019-03-28T12:12:56.000Z,2019-10-07T09:16:45.000Z
PI040298AD5I211162,-8.58,38.106,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dz5vmfde,2019-03-28T12:12:07.000Z,2019-10-07T09:04:15.000Z
PI040298AD5I212747,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q0g9bpd0,2019-03-28T12:09:35.000Z,2019-04-12T09:39:35.000Z
PI040298AD5I207835,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ka90dbm6,2019-03-28T12:08:22.000Z,2019-04-12T09:38:22.000Z
PI040298AD5I208773,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fz002zsb,2019-03-28T12:05:21.000Z,2019-10-07T08:57:58.000Z
PI040298AD5I205491,-8.58,38.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kcr404zs,2019-03-28T12:03:53.000Z,2019-10-07T08:53:26.000Z
PI040298AD5I213639,-8.58,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zts5bm7a,2019-03-28T12:00:30.000Z,2019-07-25T09:09:16.000Z
PI040298AD5I206321,-8.582,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g2e73198,2019-03-28T11:55:46.000Z,2019-10-07T11:03:08.000Z
PI040298AD5I211708,-8.581,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pa8gh7nd,2019-03-28T11:54:24.000Z,2019-10-07T10:25:42.000Z
PI040298AD5I209188,-8.592,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hwj32e73,2019-03-28T11:51:16.000Z,2019-10-07T10:23:51.000Z
PI040298AD5I213497,-8.581,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f0mqjmqt,2019-03-28T11:49:53.000Z,2019-04-12T09:34:53.000Z
PI040298AD5I211238,-8.581,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1xby19j3,2019-03-28T11:44:54.000Z,2019-04-12T09:29:54.000Z
PI040298AD5G203899,-8.58,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n5fynczq,2019-03-28T11:41:47.000Z,2019-10-07T08:37:02.000Z
PI040298AD5I212756,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vf0sw259,2019-03-28T11:40:23.000Z,2019-10-07T08:15:36.000Z
PI040298AD5I213820,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hwbzbwwc,2019-03-28T11:37:32.000Z,2019-10-07T08:11:01.000Z
PI040298AD5I211570,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w8ak56cd,2019-03-28T11:38:03.000Z,2019-10-07T08:21:38.000Z
PI040298AD5I212272,-8.58,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y5y44y0w,2019-03-28T11:34:31.000Z,2019-10-07T08:24:04.000Z
PI040298AD5I209913,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b1x0d1bh,2019-03-28T11:33:51.000Z,2019-10-07T08:24:24.000Z
PI040298AD5I213882,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bj5w8d7p,2019-03-29T17:20:13.000Z,2019-10-16T17:07:57.000Z
PI040298AD5I208379,-8.581,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7y3vs31s,2019-03-28T11:32:27.000Z,2019-10-07T08:23:18.000Z
PI040298AD5I211454,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zegmt2zt,2019-03-29T17:17:28.000Z,2019-10-16T17:06:18.000Z
PI040298AD5I210656,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xj23nvkd,2019-03-28T11:30:44.000Z,2019-10-07T08:17:01.000Z
PI040298AD5I210818,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m0xbcjg7,2019-03-21T11:56:58.000Z,2019-04-09T15:11:58.000Z
PI040298AD5I205584,-8.581,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_12zg2c5a,2019-03-28T11:27:56.000Z,2019-10-07T08:03:55.000Z
PI040298AD5I207464,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ft5enp11,2019-03-21T11:55:12.000Z,2019-07-17T14:30:59.000Z
"PI040298AD5I206863. FuturePractice:,Id:842,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:11-25%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Remote wild,LandUseSpot:Shrubland,Latitude:38.1028252,Longitude:-8.580046,ParcelSize:> 10 ha,Photos:,SensorId:PLI_HRA_W8007_C1D6,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:S,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-03T11:48:42.370197+00:",-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kqw71h4f,2019-03-28T11:25:07.000Z,2019-10-07T12:02:07.000Z
PI040298AD5I213054,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_586dzp9y,2019-03-21T11:51:30.000Z,2019-10-16T16:41:29.000Z
PI040298AD5J214901,-8.592,38.11,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2p60tyqe,2019-03-28T11:23:10.000Z,2019-10-07T12:30:38.000Z
PI040298AD5I210813,-8.58,38.103,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s1w6rpqn,2019-03-28T11:21:13.000Z,2019-07-08T16:46:27.000Z
PI040298AD5I210832,-8.579,38.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s33qevax,2019-03-28T11:15:58.000Z,2019-10-07T12:07:26.000Z
PI040298AD5I205581,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_r8j14x7m,2019-03-29T11:44:12.000Z,2019-10-30T12:55:06.000Z
PI040298AD5J215037,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5bndhc8m,2019-03-29T11:42:47.000Z,2019-10-30T12:45:32.000Z
PI040298AD5I208299,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_az4kb8k6,2019-03-29T11:36:20.000Z,2019-09-09T17:26:13.000Z
PI040298AD5I208473,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_48190sq9,2019-03-29T11:33:57.000Z,2019-09-09T17:27:06.000Z
PI040298AD5I206059,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jg77fhfp,2019-03-29T11:32:19.000Z,2019-09-09T17:23:25.000Z
PI040298AD5I206571,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qvkbr8a1,2019-03-29T11:29:42.000Z,2019-09-09T17:34:45.000Z
PI040298AD5I205635,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_adzy5y9v,2019-03-29T11:27:48.000Z,2019-09-09T17:33:42.000Z
PI040298AD5I208551,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dyghkdej,2019-03-29T11:18:41.000Z,2019-09-09T17:30:04.000Z
PI040298AD5I206754,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gt6pbpkb,2019-03-29T11:17:25.000Z,2019-10-30T12:52:29.000Z
PI040298AD5I205990,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8qrf2xct,2019-03-29T11:05:00.000Z,2019-09-09T18:13:18.000Z
PI040298AD5J214529,-8.587,38.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5c9aqsqd,2019-03-29T10:59:57.000Z,2019-06-27T10:25:29.000Z
PI040298AD5I209351,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n8nmffqq,2019-03-29T10:57:48.000Z,2019-09-09T18:21:12.000Z
PI040298AD5I209201,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_abt5zrke,2019-03-29T10:50:37.000Z,2019-09-09T17:46:20.000Z
PI040298AD5I207302,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f33da02q,2019-03-29T10:48:55.000Z,2019-09-09T17:57:20.000Z
PI040298AD5I207663,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jj5vygaj,2019-03-29T10:46:29.000Z,2019-09-09T17:52:26.000Z
PI040298AD5I213927,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7tv2hskf,2019-03-29T10:42:46.000Z,2019-06-27T11:09:00.000Z
PI040298AD5I209394,-8.586,38.109,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s13a7aj1,2019-03-29T10:37:51.000Z,2019-09-09T17:55:23.000Z
PI040298AD5I208431,5.861,49.783,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_22478vg4,2019-04-12T12:25:27.000Z,2019-08-23T16:49:31.000Z
PI040298AD5I212036,6.35,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_b0fp0s3h,2019-03-20T15:15:59.000Z,2019-08-05T08:21:24.000Z
PI040298AD5I213181,6.351,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mszzmazb,2019-03-20T16:04:37.000Z,2019-10-02T08:30:47.000Z
"PI040298AD5I212376. FuturePractice:,Id:506,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:26-50%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9237137,Longitude:22.6956158,ParcelSize:0.01  0.5 ha,Photos:,SensorId:01,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T08:42:08.647514+00:",6.352,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_064wxb9q,2019-03-20T16:18:40.000Z,2019-10-02T08:24:08.000Z
PI040298AD5I210911,6.35,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9tnpxyej,2019-03-20T16:11:48.000Z,2019-09-11T13:03:21.000Z
PI040298AD5G203617,6.351,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6zrax3rw,2019-03-20T15:58:25.000Z,2019-05-28T08:09:23.000Z
PI040298AD5I212378,6.351,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_n23em3yf,2019-03-20T15:52:57.000Z,2019-05-28T08:11:16.000Z
PI040298AD5I213017,6.349,49.569,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jy4dze8j,2019-03-20T15:37:37.000Z,2019-06-15T13:32:40.000Z
PI040298AD5I214080,6.35,49.57,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vvwsea5v,2019-03-20T15:47:54.000Z,2019-07-01T13:17:09.000Z
